practice_name,address,city,state,zip,medicare_date,phone_number
MISSION TREATMENT CENTERS INC,1737 LINWOOD BLVD,Oklahoma City,Oklahoma,73106-5037,1/1/2020,4052396815
VCPHCS VIII LLC,1734 MADISON AVE,Memphis,Tennessee,38104-6414,1/1/2020,9017229420
CONCERTED CARE GROUP BALTIMORE LLC,428 E 25TH ST,Baltimore,Maryland,21218-5304,1/1/2020,4106170142
AEGIS TREATMENT CENTERS LLC,201 D ST,Marysville,California,95901-5957,1/1/2020,5307427747
"METRO TREATMENT OF FLORIDA, LP","5951 CLARK CENTER AVE, STE B",Sarasota,Florida,34238-2717,1/1/2020,9415544551
"PINNACLE TREATMENT CENTERS OH-V, LL",7301 POE AVE,Dayton,Ohio,45414-2559,1/1/2020,9372804631
"PINNACLE TREATMENT CENTERS OH-X, LL",950 LILA AVE,Milford,Ohio,45150-1683,8/8/2020,5139009578
DENVER RECOVERY GROUP LLC,72 E ARAPAHOE RD,Littleton,Colorado,80122-8001,1/1/2020,7202833055
EASTSIDE OUTPATIENT PLLC,445 E SHERMAN BLVD,Muskegon,Michigan,49444-2203,2/8/2020,2317394359
"NORTHEAST FAMILY HEALTH CARE, LLC",53 N UNION AVE,Lansdowne,Pennsylvania,19050-2536,1/1/2020,4844696231
"SPECTRUM HEALTH SYSTEMS, INC",100 PLAISTOW RD,Haverhill,Massachusetts,01830-1443,1/1/2020,9783734985
"SPECTRUM HEALTH SYSTEMS, INC",105 MERRICK ST,Worcester,Massachusetts,01609-1937,1/1/2020,5084253439
"SPECTRUM HEALTH SYSTEMS, INC",1274 CURRAN HWY,North Adams,Massachusetts,01247-3907,1/1/2020,4136649024
"SPECTRUM HEALTH SYSTEMS, INC",176 MAIN ST,Southbridge,Massachusetts,01550-2561,1/1/2020,5089802005
"SPECTRUM HEALTH SYSTEMS, INC",178 WINTER ST,Weymouth,Massachusetts,02188-3326,1/1/2020,7813310690
"SPECTRUM HEALTH SYSTEMS, INC",184 BROADWAY,Saugus,Massachusetts,01906-1099,1/1/2020,7812331095
"SPECTRUM HEALTH SYSTEMS, INC",200 E MAIN ST,Milford,Massachusetts,01757-2808,1/1/2020,5086341877
"SPECTRUM HEALTH SYSTEMS, INC",210 BEAR HILL RD,Waltham,Massachusetts,02451-1025,1/1/2020,7812904970
"SPECTRUM HEALTH SYSTEMS, INC",290 PARK ST,Great Barrington,Massachusetts,01230-1142,2/17/2021,4133474647
"SPECTRUM HEALTH SYSTEMS, INC",390 MERRILL RD,Pittsfield,Massachusetts,01201-3724,1/1/2020,4134420402
"SPECTRUM HEALTH SYSTEMS, INC",40 SPRUCE ST,Leominster,Massachusetts,01453-3361,1/1/2020,9784663820
"SPECTRUM HEALTH SYSTEMS, INC",50 HOWE AVE,Millbury,Massachusetts,01527-3264,1/1/2020,5088652085
"SPECTRUM HEALTH SYSTEMS, INC",585 LINCOLN ST,Worcester,Massachusetts,01605-1906,1/1/2020,5088310045
"SPECTRUM HEALTH SYSTEMS, INC",68 FRANKLIN ST,Framingham,Massachusetts,01702-6671,1/1/2020,5088755801
COMMUNITY SUBSTANCE ABUSE CENTERS,55 FISHFRY ST,Hartford,Connecticut,06120-1203,8/15/2020,8602478300
LEXINGTON CENTER FOR RECOVERY INC,3 CORPORATE DR,Peekskill,New York,10566-1846,1/1/2020,9142573500
BROOKDALE HOSPITAL MEDICAL CENTER,1545 ATLANTIC AVE,Brooklyn,New York,11213-1122,3/16/2021,7186134340
INTERFAITH MEDICAL CENTER,880 BERGEN ST,Brooklyn,New York,11238-3301,1/1/2020,7186134340
INTERFAITH MEDICAL CENTER,1545 ATLANTIC AVE,Brooklyn,New York,11213-1122,1/1/2020,7186134340
ADDICTION RESEARCH AND TREATMENT IN,15229 AMAR RD,La Puente,California,91744-2066,1/1/2020,6268555090
ADDICTION RECOVERY MEDICAL SERVICES,31 E MAIN AVE,Taylorsville,North Carolina,28681-2540,1/1/2020,7048720234
ADDICTION RECOVERY MEDICAL SERVICES,536 SIGNAL HILL DRIVE EXT,Statesville,North Carolina,28625-4391,1/1/2020,7048720234
CITY OF EAST ORANGE,110 S GROVE ST 3RD FL,East Orange,New Jersey,07018-4102,1/1/2020,9732665200
"APT FOUNDATION, INC",1 LONG WHARF DR,New Haven,Connecticut,06511-5991,1/1/2020,2037814600x1703
"APT FOUNDATION, INC",184 FRONT AVE,West Haven,Connecticut,06516-2836,1/1/2020,2037814600x1703
TOXICOLOGY ASSOCIATES OF NORTH GEOR,1700 CUMBERLAND POINT DR SE,Marietta,Georgia,30067-9202,11/19/2021,7706128264
PIKESVILLE HEALTH SERVICES LLC,1209 GREENWOOD RD,Pikesville,Maryland,21208-3609,1/1/2020,4104848500
"SOFT LANDING INTERVENTIONS, LLC",830 W END CT STE 900,Vernon Hills,Illinois,60061-1333,9/9/2021,8662561955
ADAPT,400 VIRGINIA AVE,North Bend,Oregon,97459-3477,1/1/2020,5414920200
NEW HOPE COMMUNITY SERVICE CENTER,2559 W 79TH ST,Chicago,Illinois,60652-1751,8/8/2020,7737379555x126
"BEAR ISLAND RECOVERY SERVICES, INC",1150 CEDAR POINT BLVD,Cedar Point,North Carolina,28584-8022,5/17/2022,2527649023
BRAND NEW START TREATMENT CENTER- P,311 W I PKWY,Dallas,Georgia,30132-0972,10/2/2020,4045457279
CFSATC INC,1000 SE FEDERAL HWY,Stuart,Florida,34994-3821,1/1/2020,7722912750
"START TREATMENT & RECOVERY CENTERS,",1149-55 MYRTLE AVENUE,Brooklyn,New York,11206,1/1/2020,7185741801
VICTORY CLINICAL SERVICES II LLC,4218 W WESTERN AVE,South Bend,Indiana,46619-2622,1/1/2020,5742331524
COMMUNITY MEDICAL SERVICES ARIZONA-,2301 W NORTHERN AVE,Phoenix,Arizona,85021-4918,1/1/2020,6028669378
METRO TREATMENT OF MINNESOTA LP,11939 RIVER HILLS DR,Burnsville,Minnesota,55337-1354,1/1/2020,9528904480
"METRO TREATMENT OF FLORIDA, LP","8800 49TH ST N, STE 106",Pinellas Park,Florida,33782-5332,1/1/2020,7275440044
DISCOVERY HOUSE NC LLC,2710 W STATE STREET,New Castle,Pennsylvania,16101-8644,1/1/2020,7245987999
CFSATC INC,3155 LAKE WORTH RD STE 2,Lake Worth,Florida,33461-6917,1/1/2020,5614398440
CENTER FOR BEHAVIORAL HEALTH LAS VE,3470 W CHEYENNE AVE,North Las Vegas,Nevada,89032-8244,1/1/2020,7026360085
"METRO TREATMENT OF FLORIDA, LP","4427 EMERSON ST, STE 4",Jacksonville,Florida,32207-4960,1/1/2020,9043987015
METRO TREATMENT OF OREGON LP,16420 SE DIVISION ST,Portland,Oregon,97236-1987,1/1/2020,5037623130
COMMUNITY BRIDGES INC,1520 E PIMA ST,Phoenix,Arizona,85034-4639,1/1/2020,6024076280
COMMUNITY BRIDGES INC,2770 E VAN BUREN ST,Phoenix,Arizona,85008-6088,1/1/2020,6022739999
COMMUNITY BRIDGES INC,3250 E 40TH ST,Yuma,Arizona,85365-7994,1/1/2020,9283736743
COMMUNITY BRIDGES INC,560 S BELLVIEW,Mesa,Arizona,85204-2504,1/1/2020,4809627711
COMMUNITY BRIDGES INC,803 W MAIN ST,Payson,Arizona,85541-4993,1/1/2020,9284680032
COMMUNITY BRIDGES INC,824 N 99TH AVE,Avondale,Arizona,85323-5324,1/1/2020,6239071457
"VCPHCS XVII, LLC",1202 S JAMES CAMPBELL BLVD,Columbia,Tennessee,38401,1/1/2020,9313810020
BHGXXIX LLC,1369 N WESTWOOD BLVD,Poplar Bluff,Missouri,63901-3313,1/1/2020,5737227937
THUNDERBIRD TREATMENT CENTER,13820 N 51ST AVE,Glendale,Arizona,85306-4883,1/1/2020,6029382301
THUNDERBIRD TREATMENT CENTER,13820 N 51ST AVE,Glendale,Arizona,85306-4884,1/1/2020,6029382301
WALKER RECOVERY CENTER,2195 N AIRPORT RD,Jasper,Alabama,35504-7057,1/1/2020,2052211799
"WOODSTOCK TREATMENT CENTER, LLC",270 HERITAGE WALK,Woodstock,Georgia,30188-3875,3/1/2020,6784945700
PUERTO RICAN ORGANIZATION TO,1776 CLAY AVE,Bronx,New York,10457-7239,1/1/2020,7189607599
ADDICTION RESEARCH AND TREATMENT IN,1646 S COURT ST,Visalia,California,93277-4962,1/1/2020,5596258890
EVERGREEN TREATMENT SERVICES,1700 AIRPORT WAY S,Seattle,Washington,98134-1618,1/1/2020,2062233644
EL DORADO COMMUNITY SERVICE CENTER,24625 ARCH ST,Newhall,California,91321-1111,2/12/2020,6612882644
INTENSIVE TREATMENT SYSTEMS,651 W COOLIDGE ST,Phoenix,Arizona,85013-2718,1/1/2020,6022480550
ARS OF LANCASTER LP,2192 EMBASSY DR,Lancaster,Pennsylvania,17603-2392,1/1/2020,7173947160
UPMC PRESBYTERIAN SHADYSIDE,225 PENN AVENUE,Wilkinsburg,Pennsylvania,15221-2148,1/1/2020,4128645300
"ALTAPOINTE HEALTH SYSTEMS, INC.",4211 GOVERNMENT BLVD,Mobile,Alabama,36693-4813,1/1/2020,2504502211
AIROJEN CENTER INC,240 NW 183RD ST,Miami,Florida,33169-4462,12/28/2021,3054958467
AIROJEN CENTER INC,9735 E FERN ST,Miami,Florida,33157-5402,12/28/2021,3052385121
METRO TREATMENT OF MINNESOTA LP,2360 BROADWAY AVE N,Rochester,Minnesota,55906-4065,1/1/2020,5072820142
THE CROSSROADS CENTER,3009 BURNET AVE,Cincinnati,Ohio,45219-2419,3/11/2020,5134755321
"ATS OF NORTH CAROLINA, LLC",200 NORTHVIEW PLZ,North Wilkesboro,North Carolina,28659-3173,1/1/2020,3368180607
HARMONIC SOLUTIONS LLC,1776 YGNACIO VALLEY RD,Walnut Creek,California,94598-3125,3/22/2022,9252781792
ST. MARY'S HEALTHCARE,"4988 STATE HWY 30, FOURTH FLOOR",Amsterdam,New York,12010-7520,1/1/2020,5188434410
HIGH POINT TREATMENT CENTER INC,30 MEADOWBROOK RD,Brockton,Massachusetts,02301-7122,7/30/2020,5084086190
HIGH POINT TREATMENT CENTER INC,61 INDUSTRIAL PARK RD,Plymouth,Massachusetts,2360,7/30/2020,5088301234
HIGH POINT TREATMENT CENTER INC,68 N FRONT ST,New Bedford,Massachusetts,02740-7327,7/30/2020,5087170550
BAART BEHAVIORAL HEALTH SERVICES IN,11682 ATLANTIC AVE,Lynwood,California,90262-3832,1/1/2020,3105375883
AMERICAN HEALTH SERVICES LLC,1010 1/2 S UNION AVE,Bakersfield,California,93307-3642,1/27/2020,6613210234
MISSION TREATMENT SERVICES INC,161 N DATE ST,Escondido,California,92025-3405,1/1/2020,7607451061
PINNACLE TREATMENT CENTERS PA - III,1425 SCALP AVE # 175,Johnstown,Pennsylvania,15904-3328,1/1/2020,8142694700
"GLASS HEALTH PROGRAMS, INC",2 W AYLESBURY RD,Timonium,Maryland,21093-4101,8/17/2022,4105619591
AESCHBACH & ASSOCIATES INCORPORATED,2824 S CONGRESS AVE,Austin,Texas,78704-6423,1/1/2020,5124445092
FAMILY GUIDANCE CENTERS INC,120 N 11TH ST,Springfield,Illinois,62703-1002,4/1/2020,2246597030
CROSSROADS TREATMENT CENTER OF DENV,1801 W 13TH AVE,Denver,Colorado,80204-2407,1/1/2020,8008056989
SYMETRIA HEALTH OF TEXAS LLC,1850 LAKE POINTE DR,Lewisville,Texas,75057-0001,7/1/2021,2148973900
"OHIO TREATMENT CENTER, LLC",475 LEXINGTON AVE,Mansfield,Ohio,44907-1501,3/20/2020,4194195705
ROCKY MOUNT TREATMENT CENTER,104 ZEBULON CT,Rocky Mount,North Carolina,27804-2420,1/1/2020,9196561633
OPEN ARMMS INC,2590 BUSINESS PARK CT,Waldorf,Maryland,20601-2904,1/1/2020,3016455538
ADDICTION RESEARCH AND TREATMENT IN,3103 E CARTWRIGHT AVE,Fresno,California,93725-9385,1/1/2020,5594987100
GALAX TREATMENT CENTER,140 LARKSPUR LN,Galax,Virginia,24333-2305,1/1/2020,2762366341
NARCOTIC ADDICTION TREATMENT AGENCY,8741 LAUREL CANYON BLVD,Sun Valley,California,91352-2919,1/1/2020,8187685525x685525
"METRO TREATMENT OF FLORIDA, LP",1101 S 21ST AVE,Hollywood,Florida,33020-6935,1/1/2020,9549220522
BNJ HEALTH SERVICES INC SALISBURY,204 NEWTON ST,Salisbury,Maryland,21801-5433,7/24/2021,4439787919
"VCPHCS XXI, LLC",2165 SPICER CV,Memphis,Tennessee,38134-5623,1/1/2020,9013727878
MEDMARK TREATMENT CENTERS OF TEXAS,216 N JOHN REDDITT DR,Lufkin,Texas,75904-2620,6/16/2020,9366372223
CROSSROADS TREATMENT CENTER OF GREE,157 BROZZINI CT,Greenville,South Carolina,29615-5340,1/1/2020,8008056989
COMMUNITY MEDICAL SERVICES ARIZONA,2940 E MAIN ST,Mesa,Arizona,85213-9305,1/1/2020,4809771500
METRO TREATMENT OF MO LP,2027 CAMPUS DR,Saint Charles,Missouri,63301-1047,3/10/2023,6363217600
BRIGHT STAR HEALTHCARE GROUP,1545 PENNSYLVANIA AVE,Mcdonough,Georgia,30253-9114,1/1/2020,4707811630
GENESIS TREATMENT SERVICES,1160 W PATRICK ST,Frederick,Maryland,21703-3962,5/13/2020,2408314237
ADDICTION SERVICES AND PHARMACOTHER,3825 39TH AVE,Kenosha,Wisconsin,53144-2043,4/2/2020,2629465752
"LA FRONTERA CENTER, INC.",260 S SCOTT AVE,Tucson,Arizona,85701-1919,1/1/2020,5208848470
ST BARNABAS HOSPITAL,4535-39 THIRD AVENUE,Bronx,New York,10457,1/1/2020,7189609474
DURHAM TREATMENT CENTER,1913 LAMAR ST,Durham,North Carolina,27705-3310,1/1/2020,9192861509
CENTER FOR BEHAVIORAL HEALTH LAS VE,2290 MCDANIEL ST,North Las Vegas,Nevada,89030-6330,1/1/2020,7023991600
BAART BEHAVIORAL HEALTH SERVICES IN,310 HARRIS AVE,Sacramento,California,95838-3249,1/1/2020,9169496793
"TTC, LLC",1001 MIMOSA PARK RD,Tuscaloosa,Alabama,35405-4843,1/1/2020,2057525857
LUMBERTON TREATMENT CENTER,2200 CLYBORN CHURCH RD,Lumberton,North Carolina,28360-9356,1/1/2020,9196561633
PREMIER CARE OF INDIANA INC,317 S NORTON ST,Marion,Indiana,46952-3296,1/1/2020,7656640101
NEW START - MVILLE LLC,1211 N COLUMBIA DR,Milledgeville,Georgia,31061-2395,11/19/2022,4784515210
BATON ROUGE TREATMENT CENTER LLC,11445 REIGER RD,Baton Rouge,Louisiana,70809-4556,1/1/2020,2259329867
CRC HEALTH OREGON LLC,2600 SE BELMONT ST,Portland,Oregon,97214-2916,1/1/2020,5032395738
QUALITY BEHAVIORAL HEALTH INC,1059 OWENDALE DR,Troy,Michigan,48083-1913,1/1/2020,3139227777
QUALITY BEHAVIORAL HEALTH INC,37490 DEQUINDRE RD,Sterling Heights,Michigan,48310-3503,1/1/2020,3139222222
QUALITY BEHAVIORAL HEALTH INC,6821 MEDBURY ST,Detroit,Michigan,48211-3317,1/1/2020,3139222222
ALLIANCE CLINIC LLC,3329 UNIVERSITY AVE SE,Minneapolis,Minnesota,55414-3325,1/1/2020,6124542260
CORECARE BEHAVIORAL HEALTH MANAGEME,111 N 49TH ST,Philadelphia,Pennsylvania,19139-2718,1/1/2020,2154712358
GREENVILLE METRO TREATMENT CENTER,602 AIRPORT RD,Greenville,South Carolina,29607-2617,1/1/2020,8642347952
"PULASKI MEDICAL, LLC",1006 E MAIN ST,Pulaski,Virginia,24301-5218,1/1/2020,5409801125
MISSION TREATMENT CENTERS INC,5550 S GARNETT ROAD,Tulsa,Oklahoma,74146-6830,1/1/2020,9186652501
BHG XLIII LLC,2551 W KEARNEY ST,Springfield,Missouri,65803-2034,1/1/2020,4172106025
"PINNACLE TREATMENT CENTERS VA-I, LL",905 SOUTHLAKE BLVD,North Chesterfield,Virginia,23236-3955,1/1/2020,8044190492
"BECKLEY TREATMENT CENTER, LLC",175 PHILPOTT LN,Beaver,West Virginia,25813-9501,1/1/2020,3042549262
BHG XXXV LLC,1000 ACE DR,Berea,Kentucky,40403-1327,1/1/2020,8592565006
COMMUNITY MEDICAL SERVICES ARIZONA,3720 S PARK AVE,Tucson,Arizona,85713-5046,1/1/2020,5204853200
SEMPER HEALTHCARE SERVICES,15080 E BELTWOOD PKWY,Addison,Texas,75001-3724,7/1/2021,2142936987
BHG XXVII LLC,85 HARRISON ST,Savannah,Tennessee,38372-2280,6/1/2020,7319252767
GIFFORD STREET WELLNESS CENTER LLC,34 GIFFORD ST,New Bedford,Massachusetts,02744-2610,1/1/2020,5089993126
ACADIA HEALTHCARE INC,268 STILLWATER AVE,Bangor,Maine,04401-3945,1/1/2020,2079736100
RIVER REGION HUMAN SERVICES INC,3901 CARMICHAEL AVE,Jacksonville,Florida,32207-2325,8/1/2021,9048996300
WCHS INC,2275 E COOLEY DR,Colton,California,92324-6324,1/1/2020,9093701777
MEDMARK TREATMENT CENTERS FRESNO WE,1310 M ST,Fresno,California,93721-1808,1/1/2020,5592642700
ELDORADO COMMUNITY SERVICE CENTER,5200 SAN GABRIEL PL,Pico Rivera,California,90660-2497,2/12/2020,5622221331
BHG XXIV LLC,628 JEFFERSON AVE,Paintsville,Kentucky,41240-1471,1/1/2020,6067896966
COURAGEOUS TRANSFORMATIONS INC,3301 LOS ARBOLES AVE NE,Albuquerque,New Mexico,87107-1943,6/10/2020,5058007092
BHG ALBANY TREATMENT CENTER,2607 LEDO RD,Albany,Georgia,31707-1211,1/1/2020,2299030022
COMMUNITY MEDICAL SERVICES ARIZONA-,7830 N 23RD AVE,Phoenix,Arizona,85021-6808,1/1/2020,6027755634
WICOMICO COUNTY HEALTH DEPARTMENT,203 NEWTON ST,Salisbury,Maryland,21801-5452,1/1/2020,4105436930
CROSSROADS TREATMENT CENTER OF COLU,1421 BLUFF RD,Columbia,South Carolina,29201-4809,1/1/2020,8008056989
"COMMUNITY PROGRAMS, INC.",269 SUMMIT DR,Waterford,Michigan,48328-3364,3/11/2020,2485998999
CHESAPEAKE TREATMENT SERVICES OCEAN,12417 OCEAN GTWY,Ocean City,Maryland,21842-9522,8/12/2022,8335104357
GEORGIA TREATMENT SERVICES,6132 HAWKINSVILLE RD,Macon,Georgia,31216-5848,1/1/2020,4787880066
ST. JOHN'S RIVERSIDE HOSPITAL,2 PARK AVENUE,Yonkers,New York,10703-3402,1/22/2020,9149647310
BROADWAY CENTER FOR ADDICTION,911 N BROADWAY,Baltimore,Maryland,21205-1119,1/1/2021,4109555439
WCHS INC,40700 CALIFORNIA OAKS RD,Murrieta,California,92562-5795,1/1/2020,9518947324
NEW HOPE BEHAVIORAL HEALTH CENTER,215 S POWER RD,Mesa,Arizona,85206-5236,1/1/2020,4809811022
DISCOVERY HOUSE TV INC,5983 S REDWOOD RD,Taylorsville,Utah,84123-5261,1/1/2020,8012939999
VALLE DEL SOL INC,1209 S 1ST AVE,Phoenix,Arizona,85003-2605,3/2/2020,6022586797
PILSEN-LITTLE VILLAGE COMMUNITY MEN,3113 W CERMAK RD,Chicago,Illinois,60623-3449,3/10/2020,7732773413
LEXINGTON CENTER FOR RECOVERY INC,706 EXECUTIVE BLVD,Valley Cottage,New York,10989-2038,1/1/2020,8453623904
WESTERN PACIFIC RE-HAB,275 VICTORIA ST,Costa Mesa,California,92627-1906,1/1/2020,9496292860
BAART BEHAVIORAL HEALTH SERVICES IN,89 E MILL AVE,Porterville,California,93257-3808,1/1/2020,5598536222
METRO TREATMENT OF COLORADO LP,2956 NORTH AVE,Grand Junction,Colorado,81504-3919,1/1/2020,9702081130
CROSSROADS TREATMENT CENTER OF LAG,229 S DAVIS RD,Lagrange,Georgia,30241-2609,1/1/2020,8008056989
REDEEM HEALTHCARE AND MEDICAL SYSTE,2127 WEST PRATT STREET,Baltimore,Maryland,21223,5/16/2022,4108780655
"CENTER FOR BEHAVIORAL HEALTH, INC",2123 E SOUTHERN AVE,Tempe,Arizona,85282-7531,1/1/2020,4808977044
WEST TEXAS COUNSELLING AND REHABILI,515 GOLDER AVE,Odessa,Texas,79761-4411,1/1/2020,4323358141
"SPECTRUM HEALTH CARE, INC.",74 PACIFIC AVE,Jersey City,New Jersey,07304-3216,1/1/2020,2014512544x229
FAYETTEVILLE TREATMENT CENTER,418 PERSON ST,Fayetteville,North Carolina,28301-5886,1/1/2020,9104830958
COMPREHENSIVE HEALTHCARE,402 S 4TH AVE,Yakima,Washington,98902-3546,1/1/2020,5095754084
"COMMUNITY DRUG BOARD, INC.",725 E MARKET ST,Akron,Ohio,44305-2421,1/1/2020,3304344141
SERENITY HEALTH LLC,780 W BEL AIR AVENUE,Aberdeen,Maryland,21001-2236,1/1/2020,4102731030
"STEPPING STONE OF NORTH CAROLINA, L",527 W PARK CIR,North Wilkesboro,North Carolina,28659-3548,1/1/2020,3365680271
"STEPPING STONE OF NORTH CAROLINA, L",643 GREENWAY RD,Boone,North Carolina,28607-4840,1/1/2020,8282657078
"GLASS HEALTH PROGRAMS, INC",8909 KELSO DR,Essex,Maryland,21221-3113,8/17/2022,4104862500
EASTERN AVENUE HEALTH SOLUTIONS INC,5920 EASTERN AVE,Baltimore,Maryland,21224-2827,1/1/2020,4106312772
"SUNRISE TREATMENT CENTER, LLC",680 NORTHLAND BLVD,Cincinnati,Ohio,45240-9999,1/1/2020,5139414999
COASTAL DETOX INC,1131 SE INDIAN ST,Stuart,Florida,34997-5765,5/16/2020,7722100913
INSPIRED HOPE GROUP LLC,1228 W SCYENE RD,Mesquite,Texas,75149-3143,4/1/2020,9722881800
BHG NEWPORT NEWS TREATMENT CENTER,6000 JEFFERSON AVE,Newport News,Virginia,23605-3266,1/1/2020,7579332660
PINNACLE TREATMENT CENTERS OH-XVIII,287 E LEFFEL LN,Springfield,Ohio,45505-4745,2/9/2022,9376881844
ATS OF CECIL COUNTY LLC,212 BLUE BALL AVENUE,Elkton,Maryland,21921-5222,1/1/2020,4106206077
DRD MANAGEMENT INC,2235 POYDRAS ST STE B,New Orleans,Louisiana,70119-7561,1/1/2020,5045247205
MICHIGAN THERAPEUTIC PC,4273 CORPORATE DR,Mt Pleasant,Michigan,48858-5321,1/1/2020,9899534357
MICHIGAN THERAPEUTIC PC,711 S ILLINOIS AVE,Gaylord,Michigan,49735-1763,1/1/2020,9897324357
MICHIGAN THERAPEUTIC PC,913 W HOLMES RD STE 189,Lansing,Michigan,48910-0434,1/1/2020,5172724357
PILSEN LITTLE VILLAGE COMMUNITY MEN,1546 N MANNHEIM RD,Stone Park,Illinois,60165-1117,3/10/2020,7084100856
"METRO TREATMENT OF FLORIDA, LP","1497 FOREST HILL BLVD, STE E",Lake Clarke Shores,Florida,33406-6052,1/1/2020,5614335687
CENTER FOR BEHAVIORAL HEALTH TUCSON,2437 N STONE AVE,Tucson,Arizona,85705-4528,3/28/2023,5206240250
"NORTHEAST FAMILY HEALTH CARE, LLC",1040 S WEST END BLVD,Quakertown,Pennsylvania,18951-2634,1/1/2020,2673474560
"SOFT LANDING INTERVENTIONS, LLC",1460 MARKET ST STE 300,Des Plaines,Illinois,60016-4643,9/9/2021,8662561955
HEALTHQWEST FRONTIERS,4271 S LEE ST,Buford,Georgia,30518-3710,1/1/2020,6787658161
ARS OF PENSYLVANIA LLC,3433 TRINDLE RD,Camp Hill,Pennsylvania,17011-4434,4/18/2020,7177614500
"SOFT LANDING INTERVENTIONS, LLC",11925 S HARLEM AVE,Palos Heights,Illinois,60463-1138,9/9/2021,7066089065
PAX TREATMENT CENTERS LLC,4302 ROOSEVELT BLVD,Middletown,Ohio,45044-6697,10/8/2021,5134331032
CROSSROADS TREATMENT CENTER OF CLEV,1895 E DIXON BLVD,Shelby,North Carolina,28152-6901,1/1/2020,8008056989
PINNACLE TREATMENT CENTERS NJ-III L,1051 W SHERMAN AVE,Vineland,New Jersey,08360-6931,1/1/2020,8568392210
CRC HEALTH TREATMENT CLINICS LLC,3928 S NOVA RD,Port Orange,Florida,32127-4911,1/1/2020,3868229941
MS ST. LUKE'S AND ROOSEVELT,429 WEST 58TH STREET,New York,New York,10019,7/1/1966,2125236150
WEST MIDTOWN MANAGEMENT GROUP INC,311 W 35TH ST,New York,New York,10001-1701,1/1/2020,2127365900
WEST MIDTOWN MEDICAL GROUP,311 W 35TH ST,New York,New York,10001-1701,1/1/2020,2127365900
"HELIO HEALTH, INC.",1213 COURT ST,Utica,New York,13502-3803,1/1/2020,3156249835
"HELIO HEALTH, INC.",329 N SALINA ST,Syracuse,New York,13203-1864,1/1/2020,3154711564
UNITED COMMUNITY SVCS INC,1300 WOODLAND AVE,West Des Moines,Iowa,50265-2306,1/1/2020,5158230549
UNITED COMMUNITY SVCS INC,1555 SE DELAWARE ST,Ankeny,Iowa,50021-4011,1/1/2020,5152803860
UNITED COMMUNITY SVCS INC,813 N LINCOLN ST,Knoxville,Iowa,50138-1421,1/1/2020,5152803860
COUNTY OF SANTA CLARA,90 HIGHLAND AVE,San Martin,California,95046-9504,7/6/2020,4086862222
METRO TREATMENT OF FLORIDA LP,1002 N SEMORAN BLVD,Orlando,Florida,32807-3531,1/1/2020,4072758939
VCPHCS XIV LLC,6331 W 110TH ST,Overland Park,Kansas,66211-1509,1/1/2020,9136961911
BHG XXX LLC,1125 N 5TH ST,Kansas City,Kansas,66101-2305,1/1/2020,9133480888
AEGIS TREATMENT CENTERS LLC,5225 TELEGRAPH RD,Ventura,California,93003-4113,1/1/2020,8057656495
"WESTERN KY MEDICAL, LLC",609 HAMMOND PLZ,Hopkinsville,Kentucky,42240-4971,1/1/2020,2708878333
COMMUNITY MEDICAL SERVICES ARIZONA-,4527 N 27TH AVE,Phoenix,Arizona,85017-3702,1/1/2020,6027755655
"BUREAU OF DRUG ABUSE, CLEVELAND TRE",1127 CARNEGIE AVE,Cleveland,Ohio,44115-2805,2/9/2020,2168614246
SOUTHWEST BEHAVIORAL HEALTH SERVICE,1424 S 7TH AVE,Phoenix,Arizona,85007-3902,2/6/2023,6022560514
VICTORY CLINICAL SERVICES III LLC,3300 LANSING AVE,Jackson,Michigan,49202-1621,1/1/2020,5177842929
"RHJ MEDICAL CENTER, INC",1007 OLD STATE ROUTE 119,Hunker,Pennsylvania,15639,1/1/2021,7246969600
QUALITY ADDICTION MANAGEMENT INC,151 E BADGER RD,Madison,Wisconsin,53713-2726,1/1/2020,6082502512
QUALITY ADDICTION MANAGEMENT INC,1610 MILLER PARK WAY,West Milwaukee,Wisconsin,53214-3604,1/1/2020,4146723801
QUALITY ADDICTION MANAGEMENT INC,2240 PRAIRIE AVE,Beloit,Wisconsin,53511-2648,1/1/2020,6083617200
QUALITY ADDICTION MANAGEMENT INC,2357 W MASON ST,Green Bay,Wisconsin,54303-4708,1/1/2020,9203376740
QUALITY ADDICTION MANAGEMENT INC,2422 N GRANDVIEW BLVD,Waukesha,Wisconsin,53188-6105,1/1/2020,2625496600
QUALITY ADDICTION MANAGEMENT INC,2842 S BUSINESS DR,Sheboygan,Wisconsin,53081-6518,1/1/2020,9204586527
QUALITY ADDICTION MANAGEMENT INC,5735 DURAND AVE,Racine,Wisconsin,53406-5011,1/1/2020,2625981392
DRUG ABUSE ALTERNATIVES CENTER,2403 PROFESSIONAL DR,Santa Rosa,California,95403-3007,2/4/2020,7075443295
MARTINSBURG INSTITUTE INC,223 EAGLE SCHOOL RD,Martinsburg,West Virginia,25404-3367,10/1/2020,3042631101
TREATMENT CENTERS INC,1121 GARDNER ST,Gadsden,Alabama,35901-3038,1/1/2020,2565490807
"BHG XXXVI, LLC",18 WEDGEFIELD DR,Asheville,North Carolina,28806-2226,1/1/2020,8282528748
MISSISSIPPI COMPREHENSIVE TREATMENT,1935 LAKELAND DR STE 900,Jackson,Mississippi,39216-5028,1/1/2020,6013667167
